Animal ID;Name;DateTime;Found Location;Intake Type;Intake Condition;Animal Type;Sex upon Intake;Age upon Intake;Breed;Color
A814790;*Lebron;03/05/2020 08:20:00 PM;15120 Mandarin Xing in Travis (TX);Stray;Normal;Dog;Intact Male;7 years;Boxer Mix;Black/White
A820670;;07/25/2020 01:39:00 PM;Austin (TX);Wildlife;Sick;Other;Unknown;4 months;Raccoon;Black/Gray
A787198;Penny;01/09/2019 01:45:00 PM;Leander (TX);Owner Surrender;Normal;Dog;Spayed Female;10 months;Catahoula Mix;Sable
A797178;Duke;06/10/2019 01:59:00 PM;5802 Brook Valley Drive in Austin (TX);Stray;Normal;Dog;Neutered Male;2 years;Labrador Retriever/Border Collie;Sable
A809552;Poe;11/26/2019 01:55:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Male;8 months;Domestic Shorthair Mix;Cream Tabby
A793868;;05/01/2019 11:38:00 AM;3600 Presidential Blvd in Austin (TX);Stray;Nursing;Cat;Intact Male;1 week;Domestic Shorthair Mix;Brown Tabby
A807249;Channel;10/22/2019 06:21:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;1 month;Labrador Retriever Mix;White/Black
A820911;;07/31/2020 05:46:00 PM;Nuckols Crossing Road And Vertex Boulevard in Austin (TX);Stray;Sick;Dog;Intact Male;2 months;Rottweiler;Black/Tan
A811220;Bluely;01/08/2020 06:21:00 PM;Pflugerville (TX);Owner Surrender;Normal;Dog;Neutered Male;9 years;Maltese Mix;White
A797649;;06/16/2019 11:16:00 AM;Austin (TX);Stray;Sick;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A810999;Enzo;12/26/2019 02:38:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Male;4 years;Australian Shepherd/Great Pyrenees;White/Tan
A807252;Daisy;10/22/2019 06:21:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;1 month;Labrador Retriever Mix;Black/White
A810096;Daisy;12/07/2019 11:07:00 AM;Glen Meadow And Idlewood Dr in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Labrador Retriever;Tan
A775479;Abby;04/14/2019 04:42:00 PM;9408 West Parmer Lane in Austin (TX);Public Assist;Normal;Dog;Spayed Female;3 years;Dachshund Mix;Black/White
A788215;;01/28/2019 03:14:00 PM;Austin (TX);Owner Surrender;Normal;Bird;Unknown;2 years;Parakeet Mix;Green/Yellow
A809756;Roxy;11/30/2019 04:32:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;1 year;Labrador Retriever/Pit Bull;Brown/Tricolor
A813934;Miss Piggy;02/21/2020 11:06:00 AM;Webberville Road And Springdale Road in Austin (TX);Stray;Normal;Dog;Spayed Female;8 years;Boston Terrier;Black/White
A789455;Henry;02/21/2019 06:25:00 PM;11200 Lakeline Mall Drive in Cedar Park (TX);Stray;Normal;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black
A796329;*Brandy;05/31/2019 01:23:00 PM;East 53Rd And 1/2 And Ih 35 in Austin (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Brown Tabby/White
A799731;;07/11/2019 12:44:00 PM;Suzi Lane And Royston Drive in Pflugerville (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Shorthair;Torbie
A820149;;07/13/2020 03:47:00 PM;Austin (TX);Stray;Nursing;Dog;Intact Female;0 years;Collie Rough/Spanish Water Dog;Brown/White
A805911;*Duck;10/03/2019 02:46:00 PM;9020 Tuscany Way in Austin (TX);Stray;Normal;Cat;Intact Male;3 months;Siamese;Flame Point
A815611;Rona;03/20/2020 05:17:00 PM;2401 Bitter Creek in Austin (TX);Stray;Injured;Dog;Spayed Female;2 years;Dachshund;Buff
A812180;;01/17/2020 12:43:00 PM;West Braker Lane And Parkfield in Austin (TX);Stray;Normal;Dog;Intact Female;4 months;Wire Hair Fox Terrier;Brown/Tricolor
A805047;Koopa;09/21/2019 04:16:00 PM;13204 Lipton Loop in Austin (TX);Stray;Normal;Dog;Intact Female;4 months;Labrador Retriever Mix;Sable/White
A793918;Papi;05/01/2019 04:48:00 PM;Mcneil Dr And Heinemann Dr in Austin (TX);Stray;Normal;Dog;Neutered Male;2 years;Pembroke Welsh Corgi Mix;Tan/White
A814521;Max;03/01/2020 03:43:00 PM;9801 Tree Bend Cove in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;German Shepherd Mix;Brown/Black
A806569;*Turvy;10/12/2019 03:40:00 PM;8003 South Interstate Highway 35 in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
A792056;Indy;04/07/2019 04:59:00 PM;Austin (TX);Public Assist;Normal;Dog;Spayed Female;4 years;German Shepherd Mix;Black/Tan
A808292;;11/07/2019 07:48:00 AM;28Th And Salade in Austin (TX);Stray;Injured;Cat;Intact Male;1 year;Domestic Shorthair;Cream
A801435;;08/04/2019 12:40:00 PM;19055 Farm To Market 969 in Webberville (TX);Stray;Normal;Dog;Intact Male;2 months;Labrador Retriever;Black
A803683;;09/04/2019 04:09:00 PM;211 E 7Th St in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Black
A808805;;11/13/2019 07:09:00 PM;8901 Pointer Lane in Austin (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Medium Hair;Torbie
A682461;Canela;01/13/2019 01:07:00 PM;12609 Dessau Road in Austin (TX);Stray;Normal;Dog;Spayed Female;10 years;Chihuahua Shorthair Mix;Brown
A817482;;05/17/2020 08:08:00 AM;Austin (TX);Stray;Injured;Cat;Intact Female;1 weeks;Domestic Shorthair;Calico
A810286;;12/10/2019 04:12:00 PM;Holly And Waller in Austin (TX);Stray;Injured;Cat;Neutered Male;2 years;Domestic Shorthair;Black/White
A807202;*Shy Guy;10/22/2019 09:16:00 AM;15000 Jacobson Road in Travis (TX);Stray;Injured;Dog;Intact Male;2 years;Chihuahua Shorthair;Tan/Brown
A809834;*Zeo;12/02/2019 01:12:00 PM;1017 Collingsworth in Austin (TX);Stray;Normal;Dog;Intact Female;4 years;Boxer;Brown Brindle/White
A823566;;09/26/2020 07:46:00 AM;4607 Cedargrove Drive in Austin (TX);Stray;Normal;Cat;Intact Female;2 weeks;Domestic Shorthair;Gray Tabby
A710054;Cuddles;06/27/2019 09:24:00 AM;12711 Von Quintus in Travis (TX);Public Assist;Normal;Dog;Spayed Female;4 years;Miniature Schnauzer Mix;Black/Tan
A818422;Primrose;06/08/2020 04:14:00 PM;5411 Evans in Austin (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A820568;;07/22/2020 05:26:00 PM;16001 Fagerquist Road in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Shorthair;Brown Tabby/White
A802681;Pete The Cat;08/21/2019 11:50:00 AM;Austin (TX);Owner Surrender;Normal;Cat;Intact Male;4 months;Domestic Shorthair;Black/White
A807068;*Otoole;10/20/2019 12:49:00 PM;Pearce Lane in Travis (TX);Stray;Normal;Dog;Intact Male;7 months;Redbone Hound Mix;Red/White
A791392;Mayo;03/30/2019 11:56:00 AM;Austin (TX);Public Assist;Normal;Dog;Neutered Male;9 years;Queensland Heeler;Black/Tan
A813497;Tucker;02/11/2020 03:02:00 PM;Austin (TX);Owner Surrender;Aged;Dog;Intact Male;9 years;English Coonhound;Black
A809838;;12/02/2019 02:03:00 PM;7801 Imogene Drive in Travis (TX);Stray;Normal;Dog;Intact Male;4 months;Patterdale Terr Mix;Black/White
A823884;Jojo;10/01/2020 02:52:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Neutered Male;10 months;Domestic Shorthair;Brown Tabby
A792946;*Blynken;04/17/2019 02:46:00 PM;3419 West Slaughter Lane in Austin (TX);Stray;Normal;Dog;Intact Female;1 month;Yorkshire Terrier Mix;Tricolor
A823628;Lily;09/27/2020 03:33:00 PM;124 W Anderson Lane in Austin (TX);Owner Surrender;Normal;Cat;Intact Female;2 years;Domestic Shorthair;Brown Tabby
A822315;*Paris;08/31/2020 10:56:00 AM;14503 Frankel Loop in Travis (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Tortie
A789434;;02/21/2019 02:46:00 PM;Marigold in Austin (TX);Stray;Nursing;Cat;Unknown;0 years;Domestic Shorthair Mix;Black/White
A797289;;06/11/2019 04:51:00 PM;206 West Croslin in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Black/White
A810607;Fiona;12/16/2019 02:59:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;2 months;Labrador Retriever/Pit Bull;Brown/White
A801929;*Toli;08/11/2019 06:19:00 PM;8500 Tracor Lane in Travis (TX);Stray;Normal;Dog;Intact Male;4 months;Basset Hound Mix;White/Black
A800004;;07/15/2019 11:19:00 AM;7101  West Highway 71 in Austin (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black/White
A804350;*Marsha;09/13/2019 02:52:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Female;1 month;Domestic Medium Hair;Black
A806545;Tyson;10/12/2019 12:29:00 PM;Pflugerville (TX);Owner Surrender;Normal;Dog;Intact Male;14 years;Pit Bull Mix;White/Brown
A793425;Ernie;04/24/2019 07:00:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;4 years;Australian Cattle Dog/German Shepherd;Black/Tan
A821048;*Frieda;08/03/2020 04:09:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Female;5 months;Miniature Pinscher;Tricolor
A789291;*Kaya;02/18/2019 05:55:00 PM;18124 Canopy Lane in Manor (TX);Stray;Normal;Dog;Intact Female;1 year;Greyhound/German Shepherd;Brown/White
A793934;*Little Eddie;05/01/2019 10:07:00 PM;6448 E Us 290 Hwy Svrd Wb in Austin (TX);Stray;Injured;Dog;Intact Male;4 months;Chihuahua Shorthair;Tricolor
A799792;Baby;07/11/2019 05:02:00 PM;11401 Tickford Drive in Travis (TX);Stray;Normal;Dog;Intact Female;3 years;Staffordshire;Brown/White
A798395;;06/25/2019 02:03:00 PM;8403 Shenandoah Drive in Austin (TX);Owner Surrender;Normal;Cat;Intact Female;1 month;Domestic Shorthair Mix;Brown Tabby
A822502;Bailey;09/03/2020 04:52:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;9 months;Pointer/Beagle;White/Brown
A815835;;03/27/2020 02:10:00 PM;12176 N Mopac Expy in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Brown
A806037;*Cha Cha;10/05/2019 11:23:00 AM;6103 Turtle Dove Drive in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Medium Hair;Orange Tabby
A818449;*Lilac;06/09/2020 09:28:00 AM;Turnersville Rd N And Hwy 45 in Travis (TX);Stray;Normal;Dog;Intact Female;1 year;Catahoula/Labrador Retriever;White/Brown
A817847;;05/27/2020 11:16:00 AM;Austin (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Blue Tabby/White
A790571;;03/12/2019 04:37:00 PM;7908 Linden Road in Travis (TX);Stray;Nursing;Dog;Intact Male;1 weeks;Labrador Retriever Mix;Chocolate
A806038;Firulais;10/05/2019 11:01:00 AM;Austin (TX);Owner Surrender;Normal;Dog;Intact Male;1 year;Miniature Schnauzer/Yorkshire Terrier;Brown
A819414;;06/28/2020 02:24:00 PM;Braker And Ih35 in Austin (TX);Stray;Normal;Dog;Intact Female;1 year;Siberian Husky;Sable
A705987;Rocky;03/15/2019 01:29:00 PM;1714 Nightview in Travis (TX);Stray;Normal;Dog;Neutered Male;4 years;American Staffordshire Terrier Mix;Blue/White
A797438;107 Grams;06/13/2019 02:28:00 PM;403 West Applegate in Austin (TX);Stray;Normal;Cat;Intact Male;3 days;Domestic Shorthair;Black/White
A791327;;03/24/2019 02:01:00 PM;Presidential Glen in Manor (TX);Stray;Normal;Dog;Intact Male;1 year;Miniature Poodle Mix;White
A800834;;07/27/2019 02:11:00 PM;5826 Saticoy Drive in Austin (TX);Stray;Sick;Cat;Intact Female;1 week;Domestic Shorthair;Calico
A800899;Millie;07/28/2019 03:13:00 PM;9603 Flintrock Circle in Austin (TX);Stray;Normal;Dog;Spayed Female;13 years;Border Collie/Labrador Retriever;Black
A813233;Bear;02/06/2020 02:51:00 PM;12Th And Exposition in Austin (TX);Stray;Normal;Dog;Intact Male;4 years;Labrador Retriever Mix;Red
A809880;Donte;12/03/2019 11:40:00 AM;12436 La Guardia Lane in Travis (TX);Stray;Normal;Dog;Intact Male;1 year;Siberian Husky;Cream/Black
A807516;;10/25/2019 04:17:00 PM;7201 Levander Lp in Austin (TX);Stray;Sick;Cat;Intact Female;2 years;Domestic Shorthair;Brown
A810781;;12/20/2019 11:12:00 AM;Amherst Drive And Duval Road in Austin (TX);Stray;Normal;Dog;Intact Male;4 months;Australian Kelpie;Black/White
A788760;Leo;02/08/2019 11:39:00 AM;11110 Prairie Drove Circle in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Siberian Husky;Black/Gray
A793035;;04/18/2019 02:42:00 PM;1708 Wheless Lane in Austin (TX);Stray;Normal;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Orange Tabby
A797985;Jewel;06/19/2019 06:34:00 PM;Midlothian Trail in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Pit Bull;Blue/White
A805667;;09/30/2019 01:10:00 PM;10401 North Lamar in Austin (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair Mix;Orange Tabby
A801335;;08/07/2019 12:18:00 PM;Garwood Street in Austin (TX);Stray;Normal;Dog;Intact Male;2 months;American Pit Bull Terrier;White/Blue
A804698;;09/17/2019 04:13:00 PM;8 Indian Meadows in Austin (TX);Stray;Normal;Cat;Intact Male;1 week;Domestic Shorthair;Orange Tabby
A796211;Poppy;05/30/2019 11:43:00 AM;Austin (TX);Owner Surrender;Sick;Dog;Intact Female;5 years;Rat Terrier;Tricolor/Brown
A535405;Charlie;06/14/2019 02:47:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;11 years;Labrador Retriever/Basset Hound;Black
A820962;Shelby;08/02/2020 09:30:00 AM;Gonzales And Allen in Austin (TX);Stray;Normal;Dog;Intact Male;11 months;German Shepherd Mix;Sable
A806040;*Gonzo;10/05/2019 11:23:00 AM;6103 Turtle Dove Drive in Austin (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair;Orange Tabby
A788701;Diesel;02/07/2019 11:08:00 AM;1200 Montopolis Drive in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;German Shepherd Mix;Black/Brown
A795980;;05/27/2019 11:55:00 AM;Westlake And 360 in Austin (TX);Stray;Sick;Dog;Intact Female;12 years;American Eskimo Mix;White
A813558;Alexa;02/13/2020 01:04:00 PM;10901 Thaxton Road in Austin (TX);Stray;Normal;Dog;Intact Female;2 months;Dachshund;Red
A787089;Brown;01/07/2019 02:16:00 PM;6201 East Us 290 Hwy Service Road East Bound in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Chihuahua Shorthair Mix;Tan/Black
A796418;;06/01/2019 02:21:00 PM;520 Cameron Cove in Travis (TX);Stray;Normal;Cat;Intact Male;2 weeks;Domestic Shorthair;Orange Tabby
A782632;Seven;03/16/2019 12:23:00 PM;1133 Poquito Street in Austin (TX);Stray;Normal;Dog;Neutered Male;1 year;Doberman Pinsch Mix;Black/Brown
A816305;*Peep;04/12/2020 12:00:00 AM;Austin (TX);Stray;Normal;Cat;Intact Male;0 years;Domestic Shorthair;Cream
A811174;;12/29/2019 01:10:00 PM;7605 Colton Bluff Springs Road in Austin (TX);Stray;Normal;Dog;Intact Male;3 months;Golden Retriever;Red/White
A810157;Koda;12/08/2019 11:35:00 AM;6001 West Parmer Lane in Austin (TX);Stray;Normal;Dog;Intact Male;1 month;Australian Cattle Dog;White/Black
A810051;Rex;12/06/2019 11:59:00 AM;Austin (TX);Owner Surrender;Normal;Dog;Intact Male;2 years;German Shepherd;Black/Brown
A798624;*Ignatius;06/28/2019 02:04:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Male;2 months;Domestic Medium Hair;Black/White
A808262;Lucy;01/31/2020 02:21:00 PM;Brenham Street in Manor (TX);Stray;Normal;Dog;Spayed Female;2 years;German Shepherd;Brown/Black
A790093;*Edna;03/04/2019 04:20:00 PM;5106 Village Square in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Staffordshire Mix;Black/White
A793616;Moana;04/27/2019 02:26:00 PM;Slaughter Lane in Austin (TX);Stray;Normal;Dog;Spayed Female;2 years;Labrador Retriever Mix;Black/White
A786853;Vader;01/03/2019 11:24:00 AM;Larkwood Drive And Nassau Drive in Austin (TX);Stray;Normal;Dog;Intact Male;2 months;Great Dane;Chocolate/White
A812529;;01/23/2020 06:22:00 PM;8913 Wiley Way in Austin (TX);Stray;Normal;Cat;Intact Male;2 years;Domestic Shorthair;Brown Tabby
A803703;Cookie;09/30/2019 02:57:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;7 months;Labrador Retriever/Pug;Black/White
A815123;*Tegan;03/11/2020 11:31:00 AM;6116 Marigold in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Pit Bull;Blue/White
A795144;;05/16/2019 03:22:00 PM;126 West Oltorf in Austin (TX);Stray;Normal;Cat;Unknown;0 years;Domestic Shorthair;White/Black
A793353;;04/23/2019 06:33:00 PM;6109 Shumard Oaks Trail in Austin (TX);Stray;Normal;Cat;Intact Female;2 years;Domestic Shorthair Mix;Orange Tabby/White
A820022;*Liliana;07/09/2020 11:08:00 PM;1402 W Braker Ln B in Austin (TX);Public Assist;Normal;Dog;Intact Female;2 years;German Shepherd Mix;Black/Brown
A792385;Chocolate Jr;04/09/2019 06:52:00 PM;Manor (TX);Owner Surrender;Normal;Dog;Intact Male;2 months;German Shepherd Mix;Black/White
A738992;*Rio;11/04/2019 03:21:00 PM;Austin (TX);Public Assist;Normal;Dog;Neutered Male;3 years;Pit Bull Mix;White/Black
A797007;Ummi;06/08/2019 12:03:00 PM;Austin (TX);Owner Surrender;Sick;Dog;Neutered Male;9 years;Miniature Poodle;White
A808548;*Santana;11/10/2019 02:24:00 PM;W Stassney And S First in Austin (TX);Stray;Normal;Dog;Intact Female;6 months;German Shepherd Mix;Black/Tan
A806472;Kitten Around;10/11/2019 02:01:00 PM;823 West 11Th Street in Austin (TX);Stray;Normal;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Tortie
A819711;;07/04/2020 01:34:00 PM;20906 Delorio St in Austin (TX);Stray;Normal;Cat;Intact Male;2 weeks;Domestic Shorthair;Orange
A704101;Lobo;04/12/2019 07:26:00 AM;9210 Northgate And Rundberg in Austin (TX);Stray;Injured;Dog;Intact Male;5 years;Siberian Husky;Black/White
A806006;;10/04/2019 06:03:00 PM;13828 Spring Heath Road in Pflugerville (TX);Stray;Nursing;Cat;Unknown;2 days;Domestic Shorthair;Brown Tabby
A821878;Betty;08/21/2020 11:46:00 AM;Austin (TX);Owner Surrender;Normal;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Brown Tabby
A789909;;03/01/2019 06:05:00 PM;2815 East Highway 71 in Travis (TX);Stray;Normal;Cat;Unknown;1 year;Domestic Shorthair Mix;Blue
A795760;;05/24/2019 12:36:00 PM;Austin (TX);Stray;Normal;Dog;Intact Female;1 month;Vizsla Mix;Red/White
A791987;*Arlo;04/03/2019 05:18:00 PM;West Slaughter Lane And Manchaca Road in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Tibetan Spaniel Mix;Tan/Black
A796310;;05/31/2019 11:53:00 AM;21400 Ann Showers in Travis (TX);Stray;Sick;Cat;Intact Male;4 weeks;Domestic Shorthair;Orange Tabby
A805312;Anchovy;09/25/2019 12:33:00 PM;907 West Slaughter Lane in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Tortie
A804473;;09/14/2019 06:07:00 PM;5106 North Lamar in Austin (TX);Stray;Normal;Cat;Unknown;5 days;Domestic Shorthair Mix;Brown Tabby/White
A817051;*Chutney;05/06/2020 12:36:00 PM;216 Old Bastrop Rd in Travis (TX);Stray;Normal;Dog;Intact Male;2 years;Boxer;Brown/White
A810476;Max;12/14/2019 11:36:00 AM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;1 year;Chihuahua Longhair;Brown
A799573;;07/10/2019 09:41:00 AM;500 Sheraton in Austin (TX);Stray;Nursing;Cat;Intact Male;2 weeks;Domestic Shorthair;Brown Tabby
A814113;*Bagel Bites;02/24/2020 02:18:00 PM;Andtree Blvd in Austin (TX);Public Assist;Normal;Cat;Neutered Male;10 months;Domestic Shorthair;Cream Tabby
A793593;;04/27/2019 11:00:00 AM;1401 North Redondo in Austin (TX);Stray;Normal;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby
A825422;*Shiloh;11/03/2020 12:04:00 PM;3501 Shoreline Drive in Austin (TX);Stray;Normal;Dog;Intact Female;5 months;Belgian Malinois;Fawn/Black
A811365;;01/02/2020 01:27:00 PM;901 Audrey Drive in Austin (TX);Stray;Aged;Dog;Intact Female;10 years;Chihuahua Shorthair;Tan
A824771;*Togo;10/20/2020 05:07:00 PM;14903 Lucerne in Travis (TX);Stray;Normal;Dog;Intact Male;2 years;Siberian Husky;Tricolor/White
A709297;Sirius;05/23/2019 03:03:00 PM;Frontier Valley in Austin (TX);Public Assist;Normal;Dog;Neutered Male;5 years;German Shepherd Mix;Black/White
A798751;Maggie;06/30/2019 11:15:00 AM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;13 years;Dachshund;Black/Brown
A812122;Lily;01/16/2020 12:52:00 PM;Manor (TX);Owner Surrender;Normal;Dog;Intact Female;1 year;German Shepherd/Australian Shepherd;Black/Brown
A789677;;02/25/2019 04:47:00 PM;321 West Ben White in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat Mix;Black/Gray
A825017;;10/26/2020 12:49:00 PM;1704 Nelms Drive in Austin (TX);Stray;Normal;Cat;Intact Male;1 weeks;Domestic Shorthair;Black Smoke
A803419;Chapo;08/31/2019 07:07:00 PM;East Slaughter And Pleasant Valley in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;German Shepherd Mix;Black/White
A789293;Leo;02/18/2019 06:14:00 PM;10209 Fm 812 in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Irish Terrier;Black/White
A797048;;06/08/2019 03:42:00 PM;Wells Branch And Mopac in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Blue
A800433;;07/21/2019 11:07:00 AM;East 8Th Street And Lydia Street in Austin (TX);Stray;Injured;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby
A823366;;09/22/2020 02:49:00 PM;6111 South Congress Avenue in Austin (TX);Stray;Sick;Cat;Intact Male;7 years;Domestic Shorthair;Buff
A789848;Daisy;02/28/2019 04:01:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;10 months;Siberian Husky Mix;Cream/White
A803578;;09/03/2019 10:56:00 AM;400 West Parson Street in Manor (TX);Stray;Normal;Dog;Intact Male;3 months;Harrier Mix;Brown/White
A789105;Sally;02/15/2019 09:18:00 AM;3205 Thompson St in Austin (TX);Stray;Normal;Dog;Spayed Female;5 years;Labrador Retriever/Australian Shepherd;White/Black
A807555;;10/26/2019 12:06:00 PM;6910 Bethune in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Black Smoke
A797766;*Louise;06/17/2019 03:07:00 PM;6808 South Ih 35 in Austin (TX);Stray;Normal;Dog;Intact Female;6 months;Labrador Retriever Mix;Tan/White
A819039;*Twister;06/20/2020 12:22:00 PM;5114 Balcones Woods Dr in Austin (TX);Stray;Normal;Cat;Intact Male;1 year;Domestic Shorthair;Cream Tabby
A803504;;09/02/2019 12:08:00 PM;112007 Kingsgate Drive in Austin (TX);Stray;Normal;Cat;Intact Male;2 weeks;Domestic Shorthair;Blue
A822433;;09/02/2020 12:30:00 PM;Austin (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair;Blue
A798554;Clef;06/27/2019 01:48:00 PM;Hunters Trace And West Rundberg Lane in Austin (TX);Stray;Normal;Dog;Neutered Male;4 months;Australian Kelpie/Plott Hound;Brown Brindle/White
A787190;Remi;01/09/2019 12:27:00 PM;8500 Mayview Drive in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Labrador Retriever/American Bulldog;White/Tan
A799045;;07/03/2019 02:18:00 PM;Jollyville And Pavillion in Austin (TX);Stray;Normal;Dog;Intact Female;6 months;Labrador Retriever/Beagle;Black/Red
